nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,frame,dist_left_wrist_hip,dist_right_wrist_hip,dist_shoulder_shoulder,dist_nose_hip_mid,angle_left_elbow,angle_right_elbow,label
0.9732282927230234,0.4541092308729091,0.0,0.5357417875967769,0.9006982863004183,0.8830491462715769,0.0,0.0,0.0,1.0,1.0,1.0,0.9980307383781096,0.0,0.4928480214397504,0.8923156287507403,0.0,1.0,1.0000000000000009,0.0103420128919431,0.8943907198067613,0.2876921113288375,0.0,1.0,0.1364662130014835,0.0,0.0,0,0.2035213788178232,0.8689536187364078,0.0530868542715881,1.0,0.2343777724836355,0.9214944063715702,neck_right
0.9737982665042288,0.413057442476056,0.2794612942402583,0.7219214307459936,0.9308602486639684,0.8484708294498592,0.1972159910616824,0.0670117146551483,0.1718817290542437,0.8431731010502972,0.9919945605297222,0.6490269776232854,0.9999999999999992,0.0052325749544479,0.6473767778950703,0.84936631091594,0.0773989648635478,0.2158703994492128,0.986492902592123,0.0002890461052857,0.9602093336610196,0.3495131052398363,0.0206668710982071,0.8682009440404626,0.1688411458901555,0.0739584426487454,0.1334067342728382,1,0.8047529483963453,0.9414708835964416,0.0742087875862154,0.7176622203020102,0.0,0.99914780171785,neck_right
0.9832691369666352,0.4054472975497543,0.3366954891951872,0.8231982855880702,0.9609554474525126,0.830810821733533,0.2757804468582066,0.1042810365476718,0.227834851134483,0.72399182707818,0.9653930521819128,0.6143434216096244,0.9980098996307882,0.0083020098553014,0.6482519070805718,0.7485722877355414,0.0754773098312018,0.2132664126196812,0.9817273836395152,0.0,0.9458030286507182,0.4004925257712557,0.0233775175454411,0.8165691429067452,0.2150006329196685,0.1198761674887265,0.1852687280272752,2,0.7845847803621976,0.9125916424760292,0.0933142852320548,0.663844965889508,0.0808598311414168,0.9517094386840994,neck_right
0.9848332690981908,0.4059215987019833,0.3635353086719148,0.8733890079452706,0.984158824475525,0.8328216727860934,0.3173390080888296,0.1380014990871405,0.264236125297125,0.6613614367136336,0.9213727454669076,0.7066970899833798,0.991573791230075,0.0145732710088366,0.6501313262332888,0.7113934419854964,0.073964261293197,0.4418955697747437,0.9794358477266236,0.0001471581153138,0.9378485641183768,0.47029453942082,0.0317322101170489,0.8018308466145554,0.2863634181154566,0.1632857592611998,0.1998877835934796,3,0.5550006311975877,0.9007342836076168,0.1043078495629856,0.6395623341180663,0.1517990886392866,0.922653822877412,neck_right
0.9910207803910378,0.4183122897741178,0.3834141569376115,0.903438971830397,0.9972687628406084,0.8626084747553884,0.3505841293061067,0.1827797538653666,0.2396279634629311,0.6246549808223136,0.8652049291595496,0.753000725779079,0.9761849892374004,0.0320761058293079,0.6488514603053939,0.6947145482778012,0.0683364249062794,0.5078894541230473,0.9537138078561308,0.0030254573404642,0.9535759599994772,0.6763520057661481,0.0869634395413143,0.79843562147524,0.4009262452149045,0.3157151852240645,0.2036235494491835,4,0.4932641448077686,0.9290798473629044,0.086313822312106,0.6328108633367115,0.1423497174226682,0.9461824133851068,neck_right
0.9894868917662424,0.4591056011042003,0.3737732090669845,0.9213889601900648,1.0,0.8811804347700586,0.3751328221062096,0.1922772717333885,0.2354400847521766,0.6212209198121741,0.781529826989285,0.7747642540615252,0.962709061667984,0.0437390110191486,0.6480416654636378,0.73928146475631,0.0456258721108007,0.5532207527388558,0.9241620954717904,0.0038384755230045,0.9531653615880572,0.7573709935355879,0.1145530181616294,0.7962183266289018,0.4555537610706324,0.3664340434463327,0.2059863660469521,5,0.4551906739453289,0.9300193833743564,0.080257904955408,0.6309050460649459,0.1640059184312692,0.9564377828654188,neck_right
0.9817042293605508,0.4672685286683471,0.3447206050947811,0.9356259812202624,0.9968014178155578,0.8720356843696199,0.3865072897379278,0.1950549920231647,0.2323224919443907,0.6224253503960995,0.7346288114132768,0.7821045764289658,0.9558843719201552,0.0519632316055806,0.6767541443183493,0.7411297785911835,0.045110712902515,0.5746636062273812,0.9149680481420016,0.0050706713673482,0.9983148044406812,0.8530155941467399,0.1449053154127924,0.7722263808414964,0.519269130542952,0.4182075768706141,0.229813876594285,6,0.4278686160343911,0.9922766260683908,0.0809487122227063,0.6664217856009991,0.1725651968450967,1.0,neck_right
0.9806976634176844,0.4669998148860603,0.3706345446220638,0.9537968374114244,0.9916242060445306,0.8720048090234331,0.4130285167982137,0.2157821662618992,0.2377321910922478,0.6379682403125884,0.7104250907579441,0.7013171949330146,0.9474912599842104,0.0569868725622284,0.6786894301441142,0.7606731698971103,0.0514112212052868,0.3587334949691859,0.9095289773259,0.0054365396843478,1.0,0.9495911885938142,0.1979466202259985,0.7716697363603335,0.564407216157349,0.5168223318291751,0.2304671919558149,7,0.6309099608014246,0.9999999999999996,0.0804308820968541,0.6547528985610693,0.0883579099771494,0.9972198411026548,neck_right
0.9788334226421488,0.4661365185442339,0.4314872155868254,0.9674846735633124,0.9761866466780552,0.8884094703472427,0.4425215035030447,0.2267922684535737,0.2627900170053564,0.6550668530666428,0.6745111324141,0.7282609213199702,0.9434663172294764,0.0586708107736138,0.6853920960424247,0.7614767846079253,0.050358665700589,0.4469457336529255,0.9065814903311606,0.0078796481745397,0.9982587927720258,0.9804040813568378,0.2158131650051871,0.7782896404515539,0.6153899876471485,0.535565117011231,0.2237047434648104,8,0.5505696800696358,0.9989508377170896,0.0826074918430673,0.5950444639348191,0.1542915256683956,0.984485373337646,neck_right
0.9788652170979706,0.4518835983078695,0.500653876995409,0.9844198637782712,0.9701354390160262,0.9236330944552152,0.4642078619168401,0.2278108558743792,0.2786807361597901,0.6535613148367219,0.6444883318076862,0.8440300532850177,0.9343983976229132,0.0601271156437213,0.6715214146351303,0.7623374300401551,0.050978524532141,0.7653013758073298,0.8977171356917237,0.0149422242239696,0.9311137810711536,0.9951272983910258,0.2292130735895767,0.7824741216573667,0.6520338546554427,0.5454874593346659,0.2195499650478465,9,0.2790225753162196,0.90209345289469,0.0795559373423604,0.5330433727361967,0.3484661630890526,0.9598126884934608,neck_right
0.9813808564806016,0.4304581527335021,0.491236511986648,0.9890342106362766,0.9526858682754664,0.927633020655607,0.4720605640008202,0.2266186046971992,0.2759627214999545,0.6542137147363576,0.5459628030570585,0.8615486657810394,0.921262631958304,0.0661201305662961,0.6230860844126643,0.7631047524737085,0.0473770428008357,0.7809355832726235,0.8739131517333343,0.0226139051446354,0.8791845612459186,0.9923268088684551,0.2291552156077827,0.7855426407631194,0.6818072694099016,0.538172945744563,0.2163789277717502,10,0.2700189261975304,0.8299503167695996,0.0770445764244032,0.5529610655620019,0.3254155186523708,0.8954819158867511,neck_right
0.9812428220138596,0.4286240745369358,0.4659941440493629,0.990604163060148,0.94590936541222,0.9223727904359724,0.4753087664029891,0.2252922815008506,0.282092293405686,0.6297021185073675,0.5356172381233826,0.863560864280975,0.9126666486881404,0.0718396364249245,0.6303831247446448,0.7615234461072653,0.0417121446003712,0.7924233742879825,0.849811242349026,0.0252100499668688,0.8974168497116654,0.990014340308278,0.2293432540486222,0.7874063523910484,0.7055919544996243,0.5288120474341582,0.2144469385475394,11,0.2644164288610208,0.852103031683463,0.0798152761060438,0.5792969705012894,0.3352262178316558,0.9030855927469535,neck_right
