nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,frame,dist_left_wrist_hip,dist_right_wrist_hip,dist_shoulder_shoulder,dist_nose_hip_mid,angle_left_elbow,angle_right_elbow,label
0.0325610706115426,0.5866602016894937,0.0,0.0,0.7039435461233658,0.0,0.6567523308369196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0082175396518806,0.1439751555683717,0.0,0.0,0.0,0.0,0.0,0.0,0.8133890744460852,0.8273905316025889,0.0,0.1696667339475635,0,1.0,1.0,0.0,1.0,1.0,0.9999999999999996,neck_left
0.0315911138602906,0.5716184536545654,0.5584825981468862,0.0003316859597326,0.477050924686818,0.4940046642955076,0.635948383152467,0.8337206417321603,0.6192682305499584,0.0759827866318048,0.2905242056796568,0.5612859971208186,0.3361575233808267,0.1130928531482293,0.7057622391276182,0.011492073573919,0.0425952710935835,0.6230273107056754,0.1705711590479097,0.2037471054171149,0.6299520148193309,0.3146327770487005,0.2726904817680617,0.7952782003416079,0.8835704559120003,0.3109743582726727,0.1896715420372341,1,0.0,0.3139657341430582,0.0952285424264554,0.2170053606294617,0.5277830022838641,0.0,neck_left
0.0299132919649665,0.5630330825930461,0.5243477312627964,0.0140393620774403,0.3004563050389386,0.5028217298559098,0.5410423808380109,0.835453919619237,0.5714824495452708,0.1184980480361233,0.1633818466263377,0.542759177279293,0.4708141511000647,0.4432521806973799,0.6757592563773308,0.0031544545116286,0.0083254657749582,0.5677730388113424,0.2898153987272813,0.4551831571768723,0.598865609716599,0.4501793293832037,0.3843295665661062,0.7981245082608355,0.8758134969759226,0.4504485705945669,0.1881973398562999,2,0.1610795110307554,0.3407613125463892,0.1362632533758256,0.3591354220499605,0.3649436595706277,0.0134158719912735,neck_left
0.0404601196037983,0.5626336181778537,0.5965343566491206,0.0169310605809336,0.2191221622374399,0.5343304886382668,0.4877464573462262,0.8365337237867934,0.6419739465729338,0.1423958226508004,0.0748816978471103,0.5969696874263368,0.5152615791203132,0.5568958244574294,0.7587973907664616,0.0023320685495438,0.0028195313880692,0.6503158808819579,0.4005110150985267,0.4094116712851523,0.6913949877314919,0.5193400392629499,0.496311913535985,0.7147545292159088,0.9094100378452978,0.5837974111980735,0.2791041672312733,3,0.184808867692281,0.2413961156706948,0.2122084409731455,0.3355556797507351,0.2139316855933515,0.0293572575072715,neck_left
0.043894899087471,0.5489005831824585,0.7350620058893564,0.0276686396955732,0.1883645479055005,0.6020812984639792,0.4727352125592219,0.8381936169246202,0.7858811920586448,0.1473800195697583,0.0538330776748456,0.6870740299727456,0.5699940995862676,0.5865317423483987,0.8568072603611459,0.0,0.0373660577253991,0.7934050467156116,0.5268432765422943,0.3731947903930788,0.7704789750934793,0.6651707651983045,0.5800829457760726,0.5842478946166602,1.0,0.6493703592213524,0.4135448802901185,4,0.1963457423143402,0.1652685497240855,0.3555845670251178,0.1900185836081176,0.2025000078403565,0.0119081546770547,neck_left
0.0499571287828111,0.5491523614218767,0.8473880145231469,0.0364010264172769,0.197954134489219,0.7010202588923825,0.4626956920456777,0.7931423699080611,0.8510429986295827,0.1627620963544584,0.0550974950413793,0.7762779078534793,0.639527118937508,0.5405423120308104,0.8967884721149926,0.0031947443138058,0.0384072496256138,0.8928645270677519,0.524361165979581,0.2775669972592673,0.8247570406887448,0.6258899421783468,0.6525457488010602,0.6057419812741084,0.8320261380115355,0.682025325500641,0.3896232633877186,5,0.2773017592398812,0.1063504826838926,0.2534172704645732,0.0744639480243192,0.2429827598974574,0.1426108909808152,neck_left
0.0515797734976732,0.5491292298521788,0.914082473498672,0.0364161030518133,0.1522496469456733,0.7774899506845651,0.4177754972815961,0.7759214154170877,0.8704341762650643,0.1696816791438662,0.0460295179085954,0.8287553473631284,0.7249594567379631,0.5118303691777157,0.8682866826333548,0.005939190838573,0.0393763545377598,0.9043698981700794,0.5205800190751191,0.2400048578778779,0.7829982442034125,0.6240483742352154,0.6704536491028215,0.6130260188777121,0.8320482439076144,0.6981365430341944,0.3862261399448921,6,0.2972159873252256,0.1479474209068019,0.2375017211672379,0.0,0.2520519397947725,0.1559503840665557,neck_left
0.0479177511523687,0.5536220924284141,0.8414753738282215,0.0830692409517581,0.0998909829163032,0.6983552938759826,0.3932815126967846,0.7286581423873812,0.8297182865505088,0.1790293615771165,0.0364334638139514,0.762255238533708,0.7169709325127016,0.5037683169593823,0.8513709351659392,0.0226357588584242,0.0327187723818473,0.8689735989514032,0.5382245026658232,0.2167816325505818,0.7875431299488433,0.6560022599435769,0.6839328331852874,0.5291756207788775,0.8015863191030377,0.7081660980667603,0.4707227204169578,7,0.3002572846663929,0.1488399910701674,0.3093692048468526,0.1051276279273265,0.1846418317142353,0.2346170702312764,neck_left
0.0348095407153135,0.6061627839733781,0.8527672524460077,0.0907643552175692,0.0861637519284705,0.7915524087557584,0.3720037555405149,0.7305941019628683,0.9170320142161444,0.1906177736277072,0.0187769550730694,0.8003371424323682,0.7869208673254917,0.6577222218110972,0.8806802762052948,0.0238839527297924,0.0332762838460043,0.8773787380695884,0.5790249279471311,0.3207974393378308,0.7668823159209665,0.6965739684537624,0.7543923486624076,0.5274976087285154,0.7942427404237264,0.7651173079378975,0.4740458213911983,8,0.3657652760944301,0.170128698351455,0.3115782960201008,0.1323335170233637,0.0611610898427019,0.075917168294223,neck_left
0.009161590003055,0.6577515224576373,0.8673224151018373,0.0907100793332489,0.0757222653793512,0.7225698120851805,0.3608681412257866,0.7155257667832657,0.8530784807270715,0.1887780004456791,0.0162648803268252,0.7355881830561358,0.8824828375690359,0.6326966644924017,0.7909510955236304,0.0275511147240266,0.03860374480276,0.8177496740382144,0.6375584370911973,0.3074499527641414,0.6957696300911986,0.7351145884363888,0.7183383256971378,0.5405638584397776,0.7505106461995581,0.7417374375908388,0.4598542714672247,9,0.3198796946361342,0.2431388437241024,0.328965185276453,0.0798484626285471,0.0,0.2497203293678276,neck_left
